Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.99.2-255.255.255.255-39770-5001-17,192.168.99.2,39770,255.255.255.255,5001,17,09/04/2023 07:53:05 AM,100788003,6,0,1644.0,0.0,274.0,274.0,274.0,0.0,0,0,0,0,16.311465165154626,0.05953089476333805,2.01576006E7,12518.285238002914,2.0168211E7,2.0135995E7,1.00788003E8,2.01576006E7,12518.285238002914,2.0168211E7,2.0135995E7,0,0,0,0,0,0,0,0,0,48,0,0.05953089476333805,0.0,274.0,274.0,274.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,319.6666666666667,274.0,0.0,0,0,0,0,0,0,1,274,0,0,0,0,5,8,0,0,0,0,2.01576006E7,12518.285238002914,2.0168211E7,2.0135995E7,NeedManualLabel
192.168.88.88-192.168.255.255-54915-54915-17,192.168.88.88,54915,192.168.255.255,54915,17,09/04/2023 07:53:00 AM,111044893,112,0,29456.0,0.0,263.0,263.0,263.0,0.0,0,0,0,0,265.2620863887905,1.0086010889307624,1000404.4414414415,5748.895412772291,1018483.0,984195.0,1.11044893E8,1000404.4414414415,5748.895412772291,1018483.0,984195.0,0,0,0,0,0,0,0,0,0,896,0,1.0086010889307624,0.0,263.0,263.0,263.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,265.3482142857143,263.0,0.0,0,0,0,1209,4,336,1,263,0,0,0,0,111,8,0,0,0,0,0,0,0,0,NeedManualLabel
10.1.0.7-10.1.0.255-137-137-17,10.1.0.7,137,10.1.0.255,137,17,09/04/2023 07:53:21 AM,3820835,6,0,300.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,78.51686869493186,1.5703373738986373,764167.0,1187.365781888631,765594.0,762775.0,3820835.0,764167.0,1187.365781888631,765594.0,762775.0,0,0,0,0,0,0,0,0,0,48,0,1.5703373738986373,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,58.333333333333336,50.0,0.0,0,0,0,300,6,78,1,50,0,0,0,0,5,8,0,0,0,0,0,0,0,0,NeedManualLabel
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,09/04/2023 07:53:01 AM,110542269,176,0,87003.0,0.0,548.0,293.0,494.33522727272737,102.56290673368389,0,0,0,0,787.056397403965,1.5921511435593927,631670.1085714286,566303.8423687946,2176926.0,3588.0,1.10542269E8,631670.1085714286,566303.8423687946,2176926.0,3588.0,0,0,0,0,0,0,0,0,0,1408,0,1.5921511435593927,0.0,293.0,548.0,494.63841807909614,102.35063559438318,10475.652606574216,0,0,0,0,0,0,0,0,0.0,497.4488636363636,494.33522727272725,0.0,0,0,0,3117,6,1489,1,494,0,0,0,0,175,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.99.50-192.168.255.255-138-138-17,192.168.99.50,138,192.168.255.255,138,17,09/04/2023 07:54:18 AM,0,1,0,201.0,0.0,201.0,201.0,201.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,201.0,201.0,201.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,402.0,201.0,0.0,0,0,0,0,0,0,1,201,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,09/04/2023 07:53:02 AM,109703175,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6380854519479495,1589901.086956522,3000165.5350712086,1.8656699E7,76594.0,1.09703175E8,1589901.086956522,3000165.5350712086,1.8656699E7,76594.0,0,0,0,0,0,0,0,0,0,0,0,0.6380854519479495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.9670974666666668E7,2.9754414751187164E7,5.4013079E7,1611047.0,1.3887831E7,6331899.986828361,1.8656699E7,6703774.0,NeedManualLabel
14.0.5.5-14.0.255.255-137-137-17,14.0.5.5,137,14.0.255.255,137,17,09/04/2023 07:53:21 AM,3820013,6,0,300.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,78.53376415211153,1.5706752830422306,764002.6,819.056042038641,764992.0,762775.0,3820013.0,764002.6,819.056042038641,764992.0,762775.0,0,0,0,0,0,0,0,0,0,48,0,1.5706752830422306,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,58.333333333333336,50.0,0.0,0,0,0,300,6,78,1,50,0,0,0,0,5,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.10.55-192.168.255.255-137-137-17,192.168.10.55,137,192.168.255.255,137,17,09/04/2023 07:53:21 AM,3820840,6,0,300.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,78.51676594675516,1.5703353189351033,764168.0,1352.136642503264,765596.0,762371.0,3820840.0,764168.0,1352.136642503264,765596.0,762371.0,0,0,0,0,0,0,0,0,0,48,0,1.5703353189351033,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,58.333333333333336,50.0,0.0,0,0,0,300,6,78,1,50,0,0,0,0,5,8,0,0,0,0,0,0,0,0,NeedManualLabel
